,Company,CEO,MST,NGANH_NGHE,Type,doanh_thu_2020,doanh_thu_2021,tinh
447,CÔNG TY CP ĐẦU TƯ XÂY DỰNG SOL E&C,Lê Chí Trung,0313541575,Xây dựng,1,,,TP Hồ Chí Minh
448,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI - CTCP,Vũ Thanh Sơn,0100101273,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",1,"940,474","618,505",Hà Nội
449,CÔNG TY CP XÂY DỰNG AN PHÚ GIA,Hứa Đình Tuấn,0304172307,Xây dựng,1,,,TP Hồ Chí Minh
450,CÔNG TY CP XÂY LẮP THƯƠNG MẠI 2,Đinh Viết Duy,0300584155,Xây dựng,1,"1,031,090","418,594",TP Hồ Chí Minh
451,CÔNG TY CP DƯỢC MEDIPHARCO,Phan Thị Minh Tâm,3300101406,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",1,,,Thừa Thiên Huế
452,CÔNG TY CP AZB,Trần Minh Nhơn,0310734321,Xây dựng,1,,,TP Hồ Chí Minh
453,CÔNG TY CP THIẾT BỊ VẬT TƯ Y TẾ THANH HOÁ,Nguyễn Văn Mong,2800588271,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",1,,,Thanh Hoá
454,CÔNG TY TNHH TRUYỀN THÔNG BEE,Nguyễn Tấn Thái,0314115227,"Truyền hình, phát thanh, phim ảnh",1,,,TP Hồ Chí Minh
455,CÔNG TY TNHH DELOITTE VIỆT NAM,Phạm Văn Thinh,0100112500,Dịch vụ khác,1,,,Hà Nội
456,CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,Ngô Xuân Mạnh,1101928050,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",1,,,Long An
457,CÔNG TY CP BÊ TÔNG 620 CHÂU THỚI,Trần Thanh Vũ,1500419552,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,Vĩnh Long
458,CÔNG TY CP CƠ ĐIỆN ĐOÀN NHẤT,Nguyễn Duy Pháp,0305289273,Hoạt động xây dựng khác,1,,,TP Hồ Chí Minh
459,CÔNG TY CP BÓNG ĐÈN ĐIỆN QUANG,Hồ Quỳnh Hưng,0300363808,"Sản xuất, kinh doanh thiết bị điện",1,"940,222","733,831",Thái Bình
460,CÔNG TY CP DƯỢC PHẨM OPC,Nguyễn Chí Linh,0302560110,"Sản xuất dược phẩm, thiết bị y tế",1,"965,591","1,123,728",TP Hồ Chí Minh
461,CÔNG TY CP KHÓA VIỆT - TIỆP,Nguyễn Văn Tuấn,0100100537,"Sản xuất, kinh doanh đồ dùng gia đình",1,,,Hà Nội
462,CÔNG TY CP GIAO DỊCH HÀNG HÓA TÂY NGUYÊN,Đỗ Văn Thắng,6001552050,"Sản xuất, chế biến và kinh doanh đồ uống không cồn",1,,,TP Hồ Chí Minh
463,CÔNG TY CP NHẬT TIẾN,Nguyễn Lê Thụy,0200919993,"Kinh doanh kim loại, sắt thép, kim khí…",1,,,Hải Phòng
464,CÔNG TY CP DÂY CÁP ĐIỆN DAPHACO,Đào Quang Huy,0302008774,"Sản xuất, kinh doanh thiết bị điện",1,,,TP Hồ Chí Minh
465,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT DẦU THỰC VẬT MINH HUÊ,Tăng Quốc Khánh,0304391796,"Sản xuất, chế biến và kinh doanh dầu ăn, mỡ động thực vật",1,,,TP Hồ Chí Minh
466,MINH HƯNG GROUP,Phạm Tú Anh,1200748517,"Sản xuất, kinh doanh hóa chất khác",1,,,Tiền Giang
467,CÔNG TY CP TẬP ĐOÀN ĐUA FAT,Lê Duy Hưng,0104008162,Xây dựng,1,,,Hà Nội
468,CÔNG TY CP ĐẦU TƯ XÂY DỰNG HẠ TẦNG VÀ PHÁT TRIỂN NÔNG THÔN,Nguyễn Đức Hà,0101093709,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,Hà Nội
469,CÔNG TY CP HỢP NHẤT QUỐC TẾ,Bùi Đức Ngoãn,0305141894,"Bưu chính, chuyển phát",1,,,Hà Nội
470,CÔNG TY CP SƠN HẢI PHÒNG,Nguyễn Văn Dũng,0200575580,"Sản xuất, kinh doanh hóa chất khác",1,,,Hải Phòng
471,TỔNG CÔNG TY CỔ PHẦN MIỀN TRUNG,Nguyễn Hữu Vinh,2800976203,Xây dựng,1,,,Thanh Hoá
472,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HACOM,Đặng Tiến Trung,0101161194,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",1,,,Hà Nội
473,CÔNG TY CP VILACONIC,Hoàng Văn Ngoạn,2901274715,"Sản xuất, chế biến và kinh doanh gạo, ngũ cốc, sản phẩm nghiền, đồ khô",1,,,Nghệ An
474,CÔNG TY CP BÊ TÔNG LY TÂM THỦ ĐỨC 1,Nguyễn Ngọc Hùng,3700912751,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,Bình Dương
475,CÔNG TY CP TIẾN HƯNG,Desmond Nguyen,2300223949,"Sản xuất, chế biến và kinh doanh gạo, ngũ cốc, sản phẩm nghiền, đồ khô",1,,,Bắc Ninh
476,CÔNG TY CP SAO THÁI DUONG,Nguyễn Hữu Thắng,0101252356,"Sản xuất dược phẩm, thiết bị y tế",1,,,Hà Nội
477,CÔNG TY CP XÂY DỰNG CBC,Đỗ Văn Cường,0313717010,Xây dựng,1,,,TP Hồ Chí Minh
478,CÔNG TY CP CÔNG NÔNG NGHIỆP TIẾN NÔNG,Nguyễn Hồng Phong,2800142141,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",1,,,Thanh Hoá
479,CÔNG TY CP MAY VIỆT THỊNH,Nguyễn Đình Chương,0303614739,"Sản xuất, kinh doanh trang phục",1,,,TP Hồ Chí Minh
480,CÔNG TY TNHH FSI VIỆT NAM,Trần Hoàng Giang,0103812250,"Sản xuất, kinh doanh hóa chất khác",1,,,Hà Nội
481,CÔNG TY CP DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT,Đinh Hà Duy Linh,0301447426,Hoạt động thông tin khác,1,,,TP Hồ Chí Minh
482,CÔNG TY CP DẦU KHÍ THÁI DƯƠNG,Lê Minh Hiếu,2400345718,Kinh doanh xăng dầu và các sản phẩm liên quan,1,"802,594","1,458,002",Bắc Giang
483,CÔNG TY CP MIZA,Nguyễn Tuấn Minh,0105028958,"Sản xuất, kinh doanh giấy và các sản phẩm từ giấy",1,,,Hà Nội
484,CÔNG TY CP VẬN TẢI 1 TRACO,Đỗ Minh Tuấn,0200380768,Hoạt động khác hỗ trợ cho vận tải,1,,,Hải Phòng
485,CÔNG TY CP NỘI THẤT 190,Ngô Duy Hưng,0200656938,"Sản xuất, kinh doanh gỗ, sản phẩm từ gỗ và nội thất",1,,,Hải Phòng
486,CÔNG TY TNHH XÂY DỰNG LÊ PHAN,Phan Xuân Lộc,0301125316,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,TP Hồ Chí Minh
487,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ THIÊN NAM HOÀ,Nguyễn Trần Thảo Nguyên,0302429934,"Sản xuất, kinh doanh thiết bị điện",1,,,TP Hồ Chí Minh
488,CÔNG TY TNHH XE ĐIỆN XE MÁY DETECH,Đinh Văn Bắc,0900189171,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",1,,,Hưng Yên
489,CÔNG TY CỔ PHẦN ĐẦU TƯ EVERLAND,Nguyễn Thúc Cẩn,0104228175,Kinh doanh bất động sản,1,"768,476","968,373",Hà Nội
490,CÔNG TY TNHH NHỰA LONG THÀNH,Phạm Văn Mười,0301275199,"Sản xuất, kinh doanh nhựa và sản phẩm từ nhựa",1,,,TP Hồ Chí Minh
491,CÔNG TY TNHH DINH DƯỠNG QUỐC TẾ VIỆT ĐỨC,Phạm Trần Sum,0102075540,"Sản xuất, kinh doanh thức ăn chăn nuôi",1,,,Hà Nội
492,CÔNG TY CP TỔNG CÔNG TY XÂY DỰNG THĂNG LONG,Nguyễn Đức Kiên,0100105020,Xây dựng,1,"729,618","1,262,499",Hà Nội
493,CÔNG TY TNHH BẢO TÍN MINH CHÂU,Vũ Minh Châu,0100683952,"Bán lẻ vàng, bạc và kim loại quý khác",1,,,Hà Nội
494,CÔNG TY TNHH THƯƠNG MẠI THÉP ĐẠI TOÀN THẮNG,Đoàn Danh Hồng,0301893928,"Kinh doanh kim loại, sắt thép, kim khí…",1,,,TP Hồ Chí Minh
495,CÔNG TY CP TÔ THÀNH PHÁT,Lý Nguyệt Anh,0301521415,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,TP Hồ Chí Minh
496,CÔNG TY CP THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM,Ngô Hữu Tiệp,0106300187,Xây dựng,1,,,Hà Nội
497,CÔNG TY CP SẢN XUẤT THƯƠNG MẠI SÀI GÒN,Nguyễn Thành Vinh,0302776127,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,TP Hồ Chí Minh
498,CÔNG TY CP IN VÀ BAO BÌ MỸ CHÂU,Trịnh Hữu Minh,0301671386,Hoạt động công nghiệp khác,1,"688,443","431,298",TP Hồ Chí Minh
499,CÔNG TY CỔ PHẦN MẠC TÍCH,Dương Quốc Bảo,0301096513,"Sản xuất, kinh doanh máy móc, sản phẩm cơ khí khác",1,,,Đồng Nai
500,CÔNG TY TNHH XÂY DỰNG CÔNG TRÌNH HÙNG VƯƠNG,Nguyễn Anh Tài,0301115156,"Sản xuất, kinh doanh vật liệu xây dựng",1,,,TP Hồ Chí Minh
501,CÔNG TY TNHH ONPOINT,Trần Vũ Quang,0314709816,Bán lẻ khác,1,,,TP Hồ Chí Minh
502,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN,Kim Dongwook,4601124536,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",2,,,Thái Nguyên
503,TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM,Trần Đình Nhân,0100100079,"Sản xuất, truyền tải, phân phối điện",2,,,Hà Nội
504,TẬP ĐOÀN DẦU KHÍ VIỆT NAM,Lê Mạnh Hùng,0100681592,"Thăm dò, khai thác dầu mỏ và hoạt động hỗ trợ",2,,,Hà Nội
505,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Tào Đức Thắng,0100109106,Viễn thông,2,,,Hà Nộis
506,NGÂN HÀNG NÔNG NGHIỆP VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM,Tiết Văn Thành,0100686174,Ngân hàng,2,,,Hà Nội
507,TẬP ĐOÀN XĂNG DẦU VIỆT NAM,Phạm Đức Thắng,0100107370,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"123,918,650","169,008,605",Hà Nội
508,NGÂN HÀNG TMCP ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT NAM,Lê Ngọc Lâm,0100150619,Ngân hàng,2,,,Hà Nội
509,TẬP ĐOÀN CÔNG NGHIỆP THAN - KHOÁNG SẢN VIỆT NAM,Đặng Thanh Hải,5700100256,"Khai thác, kinh doanh than và hoạt động hỗ trợ",2,,,Hà Nội
510,NGÂN HÀNG TMCP CÔNG THƯƠNG VIỆT NAM,Trần Minh Bình,0100111948,Ngân hàng,2,"35,580,829","41,788,465",Hà Nội
511,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,Phạm Quang Dũng,0100112437,Ngân hàng,2,"36,285,475","42,399,617",Hà Nội
512,CÔNG TY CP CHĂN NUÔI C.P. VIỆT NAM,Montri Suwanposri,3600224423,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
513,TỔNG CÔNG TY KHÍ VIỆT NAM - CTCP,Hoàng Văn Quang,3500102710,"Thăm dò, khai thác dầu mỏ và hoạt động hỗ trợ",2,"64,134,965","78,992,156",TP Hồ Chí Minh
514,TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Huỳnh Quang Liêm,0100684378,Viễn thông,2,,,Hà Nội
515,NGÂN HÀNG TMCP QUÂN ĐỘI,Lưu Trung Thái,0100283873,Ngân hàng,2,"20,277,795","26,199,554",Hà Nội
516,TẬP ĐOÀN BẢO VIỆT,Nguyễn Quang Phi,0100111761,Bảo hiểm,2,"34,524,044","36,827,962",Hà Nội
517,TỔNG CÔNG TY HÀNG KHÔNG VIỆT NAM - CTCP,Lê Hồng Hà,0100107518,Vận tải hàng không,2,"40,538,339","27,911,340",Hà Nội
518,TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Nguyễn Trường Giang,0106869738,Viễn thông,2,,,Hà Nội
519,TỔNG CÔNG TY PHÁT ĐIỆN 3 - CTCP,Lê Văn Danh,3502208399,"Sản xuất, truyền tải, phân phối điện",2,"40,367,208","37,757,424",TP Hồ Chí Minh
520,TỔNG CÔNG TY PHÁT ĐIỆN 1,Nguyễn Khắc Sơn,5701662152,"Sản xuất, truyền tải, phân phối điện",2,,,Hà Nội
521,CÔNG TY TNHH INTEL PRODUCTS VIỆT NAM,Ooi Kim Huat,0304295429,"Sản xuất, kinh doanh thiết bị điện tử, điện lạnh, công nghệ thông tin, viễn thông…",2,,,TP Hồ Chí Minh
522,TỔNG CÔNG TY BẢO VIỆT NHÂN THỌ,Phạm Ngọc Sơn,0102641429,Bảo hiểm,2,,,Hà Nội
523,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ PRUDENTIAL VIỆT NAM,Phương Tiến Minh,0301840443,Bảo hiểm,2,,,TP Hồ Chí Minh
524,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP. HỒ CHÍ MINH (CO.OP MART),Nguyễn Anh Đức,0301175691,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",2,,,TP Hồ Chí Minh
525,CÔNG TY TNHH QUỐC TẾ UNILEVER VIỆT NAM,JV Raman,0300762150,"Sản xuất, kinh doanh hóa mỹ phẩm",2,,,TP Hồ Chí Minh
526,TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Tô Mạnh Cường,0100686209,Viễn thông,2,,,Hà Nội
527,TỔNG CÔNG TY THÉP VIỆT NAM - CTCP,Nguyễn Đình Phúc,0100100047,"Kinh doanh kim loại, sắt thép, kim khí…",2,"31,291,145","40,572,198",Hà Nội
528,TỔNG CÔNG TY ĐIỆN LỰC DẦU KHÍ VIỆT NAM - CTCP,Nguyễn Xuân Hòa,0102276173,"Sản xuất, truyền tải, phân phối điện",2,"29,731,734","24,560,949",Hà Nội
529,TỔNG CÔNG TY CP BIA RƯỢU NƯỚC GIẢI KHÁT SÀI GÒN,Neo Gim Siong Bennett,0300583659,"Sản xuất, chế biến và kinh doanh đồ uống có cồn",2,"27,961,324","26,373,746",TP Hồ Chí Minh
530,TỔNG CÔNG TY XI MĂNG VIỆT NAM,Bùi Hồng Minh,0100106320,"Sản xuất, kinh doanh vật liệu xây dựng",2,,,Hà Nội
531,TỔNG CÔNG TY PHÁT ĐIỆN 2 - CTCP,Ngô Việt Hải,1800590430,"Sản xuất, truyền tải, phân phối điện",2,"26,001,102","9,940,645",Cần Thơ
532,LIÊN DOANH VIỆT - NGA VIETSOVPETRO,Nguyễn Quỳnh Lâm,3500102414,"Thăm dò, khai thác dầu mỏ và hoạt động hỗ trợ",2,,,Bà Rịa - Vũng Tàu
533,TẬP ĐOÀN CÔNG NGHIỆP CAO SU VIỆT NAM - CTCP,Huỳnh Văn Bảo,0301266564,"Sản xuất, kinh doanh cao su và sản phẩm từ cao su",2,"4,893,496","5,558,860",TP Hồ Chí Minh
534,CÔNG TY TNHH MTV VÀNG BẠC ĐÁ QUÝ SÀI GÒN - SJC,Lê Thúy Hằng,0301045759,"Bán lẻ vàng, bạc và kim loại quý khác",2,,,TP Hồ Chí Minh
535,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN,Ngô Minh Thuấn,0300514849,"Kho bãi, bốc xếp hàng hóa",2,,,Điện Biên
536,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,Chu Quang Hào,0102595740,"Bưu chính, chuyển phát",2,,,Hà Nội
537,CÔNG TY TNHH ZUELLIG PHARMA VIỆT NAM,Charles Antoine Gloor,0100915699,"Kinh doanh, phân phối dược phẩm, thiết bị y tế",2,,,Hà Nội
538,TỔNG CÔNG TY CP DỊCH VỤ KỸ THUẬT DẦU KHÍ VIỆT NAM,Lê Mạnh Cường,0100150577,"Thăm dò, khai thác dầu mỏ và hoạt động hỗ trợ",2,"3,769,373","3,811,176",TP Hồ Chí Minh
539,TỔNG CÔNG TY CP ĐẦU TƯ QUỐC TẾ VIETTEL,Nguyễn Duy Thọ,0102409426,Viễn thông,2,"5,436,579","5,850,500",Hà Nội
540,CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM,Uday Shankar Sinha,0300816663,"Sản xuất, chế biến và kinh doanh đồ uống không cồn",2,,,TP Hồ Chí Minh
541,TỔNG CÔNG TY THUỐC LÁ VIỆT NAM,Trần Sơn Châu,0101216069,"Sản xuất, chế biến và kinh doanh thuốc lá",2,,,Hà Nội
542,TỔNG CÔNG TY ĐÔNG BẮC,Phạm Ngọc Tuyển,5700101468,"Khai thác, kinh doanh than và hoạt động hỗ trợ",2,,,Quảng Ninh
543,TỔNG CÔNG TY TRUYỀN TẢI ĐIỆN QUỐC GIA,Nguyễn Mạnh Hùng,0102743068,"Sản xuất, truyền tải, phân phối điện",2,,,Hà Nội
544,"CENTRAL RETAIL (GO! BIG C, TOP MARKET)",Olivier Langlet,0105696842,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",2,,,TP Hồ Chí Minh
545,CÔNG TY TNHH OLAM VIỆT NAM,Amit Verma,6000346337,Hoạt động nông nghiệp khác,2,,,Đắk Nông
546,TỔNG CÔNG TY CP BƯU CHÍNH VIETTEL,Hoàng Trung Thành,0104093672,"Bưu chính, chuyển phát",2,"17,234,282","21,452,032",Hà Nội
547,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ DAI-ICHI VIỆT NAM,Trần Đình Quân,0301851276,Bảo hiểm,2,,,TP Hồ Chí Minh
548,CÔNG TY TNHH CALOFIC,Vũ Văn Phú,5700101362,"Sản xuất, chế biến và kinh doanh dầu ăn, mỡ động thực vật",2,,,Quảng Ninh
549,CÔNG TY TNHH CJ VINA AGRI,Nam Ki Don,1100439762,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Long An
550,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ AIA (VIỆT NAM),Wayne Besant,0301930337,Bảo hiểm,2,,,TP Hồ Chí Minh
551,CÔNG TY TNHH CARGILL VIỆT NAM,Fering Thomas John,3600233178,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
552,TỔNG CÔNG TY LƯƠNG THỰC MIỀN BẮC,Bùi Thị Thanh Tâm,0100102608,"Sản xuất, chế biến và kinh doanh gạo, ngũ cốc, sản phẩm nghiền, đồ khô",2,,,Hà Nội
553,CÔNG TY TNHH YAMAHA MOTOR VIỆT NAM,Masaki Asano,0100774342,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,Hà Nội
554,TẬP ĐOÀN DỆT MAY VIỆT NAM,Lê Tiến Trường,0100100008,"Sản xuất, kinh doanh sợi, sản phẩm dệt",2,"13,908,982","16,002,865",Hà Nội
555,CÔNG TY TNHH DE HEUS,Gabor Fluit,3701091716,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Vĩnh Long
556,CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM),Bruno Jousselin,0302249586,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",2,,,TP Hồ Chí Minh
557,CÔNG TY TNHH JAPFA COMFEED VIỆT NAM,Arif Widjaja,2500175548,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Vĩnh Phúc
558,TỔNG CÔNG TY VẬT TƯ NÔNG NGHIỆP,Nguyễn Tất Thắng,0100104468,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",2,,,Hà Nội
559,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM,Nguyễn Hoàng Nam,0101057919,Ngân hàng,2,,,Hà Nội
560,CÔNG TY TNHH ĐIỆN LỰC AES MÔNG DƯƠNG,David Stone,5701384498,"Sản xuất, truyền tải, phân phối điện",2,,,Quảng Ninh
561,CÔNG TY CP ACECOOK VIỆT NAM,Kajiwara Junichi,0300808687,"Sản xuất, chế biến và kinh doanh thực phẩm đóng gói, ăn liền, đồ hộp",2,,,TP Hồ Chí Minh
562,TỔNG CÔNG TY BẢO HIỂM BẢO VIỆT,Nguyễn Xuân Việt,0101527385,Bảo hiểm,2,,,Hà Nội
563,CÔNG TY TNHH NHÀ NƯỚC MTV THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL,Phạm Văn Hùng,0104831030,"Bán lẻ điện tử, điện lạnh, viễn thông, công nghệ thông tin",2,,,Hà Nội
564,CÔNG TY CP VIỆT - PHÁP SẢN XUẤT THỨC ĂN GIA SÚC (PROCONCO),Nguyễn Thị Lệ Hồng,3600234534,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Đồng Nai
565,TỔNG CÔNG TY HÀNG HẢI VIỆT NAM - CTCP,Nguyễn Cảnh Tĩnh,0100104595,Vận tải đường biển,2,,,Hà Nội
566,CÔNG TY TNHH UNI-PRESIDENT VIỆT NAM,Chen I Shen,3700306630,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Bình Dương
567,CÔNG TY CP GREENFEED VIỆT NAM,Đỗ Cao Bằng,1100598642,"Sản xuất, kinh doanh thức ăn chăn nuôi",2,,,Long An
568,TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CTCP,Đoàn Minh Quang,3700146458,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"10,669,958","11,901,762",Bình Dương
569,TỔNG CÔNG TY THƯƠNG MẠI SÀI GÒN - TNHH MTV,Lê Minh Trang,0300100037,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",2,,,TP Hồ Chí Minh
570,TỔNG CÔNG TY CẢNG HÀNG KHÔNG VIỆT NAM - CTCP,Vũ Thế Phiệt,0311638525,Hoạt động khác hỗ trợ cho vận tải,2,"7,767,469","4,752,036",TP Hồ Chí Minh
571,CÔNG TY CP THỰC PHẨM SỮA TH,Rami Hamad,0103414411,"Sản xuất, chế biến và kinh doanh sữa, sản phẩm từ sữa",2,,,TP Hồ Chí Minh
572,CÔNG TY CP GANG THÉP THÁI NGUYÊN,Nguyễn Minh Hạnh,4600100155,"Sản xuất, gia công kim loại, sắt thép, kim khí…",2,"9,566,187","12,857,295",Thái Nguyên
573,CÔNG TY CP DAIKIN AIR CONDITIONING (VIETNAM),Lý Thị Phương Trang,0301450108,"Sản xuất, kinh doanh thiết bị điện",2,,,TP Hồ Chí Minh
574,CÔNG TY CP DỆT RENZE,Zhou Bo Qin,3600852146,"Sản xuất, kinh doanh sợi, sản phẩm dệt",2,,,Đồng Nai
575,CÔNG TY TNHH MTV DỊCH VỤ CƠ KHÍ HÀNG HẢI PTSC,Đồng Xuân Thắng,3500790168,Công nghiệp đóng tàu và thuyền,2,,,Bà Rịa - Vũng Tàu
576,CÔNG TY CP XI MĂNG VICEM HÀ TIÊN,Lưu Đình Cường,0301446422,"Sản xuất, kinh doanh vật liệu xây dựng",2,"7,962,629","7,064,342",TP Hồ Chí Minh
577,TỔNG CÔNG TY PHÂN BÓN VÀ HÓA CHẤT DẦU KHÍ - CTCP,Lê Cự Tân,0303165480,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",2,"7,761,819","12,786,141",TP Hồ Chí Minh
578,CÔNG TY TNHH DENSO VIỆT NAM,Mitsuo Ota,0101210878,"Sản xuất, kinh doanh ô tô, xe máy, xe có động cơ và phụ kiện",2,,,Hà Nội
579,TỔNG CÔNG TY CP BIA - RƯỢU - NƯỚC GIẢI KHÁT HÀ NỘI,Ngô Quế Lâm,0101376672,"Sản xuất, chế biến và kinh doanh đồ uống có cồn",2,"7,452,592","6,950,539",Hà Nội
580,TỔNG CÔNG TY ĐẦU TƯ VÀ KINH DOANH VỐN NHÀ NƯỚC-CÔNG TY TNHH,Nguyễn Chí Thành,0101992921,Dịch vụ tài chính khác,2,,,Hà Nội
581,NGÂN HÀNG TNHH MTV SHINHAN VIỆT NAM,Kang Gew Won,0309103635,Ngân hàng,2,,,TP Hồ Chí Minh
582,CÔNG TY CP PHÂN BÓN DẦU KHÍ CÀ MAU,Văn Tiến Thanh,2001012298,"Sản xuất, kinh doanh phân bón, thuốc trừ sâu",2,"7,561,275","9,869,763",Cà Mau
583,TỔNG CÔNG TY CP VẬN TẢI DẦU KHÍ,Nguyễn Duyên Hiếu,0302743192,Vận tải đường biển,2,"7,382,694","7,460,234",TP Hồ Chí Minh
584,CÔNG TY CP PHÂN PHỐI KHÍ THẤP ÁP DẦU KHÍ VIỆT NAM,Trần Thanh Nam,0304998686,Kinh doanh xăng dầu và các sản phẩm liên quan,2,"7,526,764","8,996,080",TP Hồ Chí Minh
585,CÔNG TY CP HỮU HẠN VEDAN VIỆT NAM,Yang Kun Hsiang,3600239719,"Sản xuất, chế biến và kinh doanh thực phẩm khác",2,,,Đồng Nai
586,CÔNG TY TNHH AEON VIỆT NAM,Yasuo Nishitohge,0311241512,"Bán lẻ hàng tiêu dùng nhanh trong siêu thị, cửa hàng tiện lợi, chợ truyền thông",2,,,TP Hồ Chí Minh
587,CÔNG TY CP GIAO HÀNG TIẾT KIỆM,Phạm Hồng Quân,0106181807,"Bưu chính, chuyển phát",2,,,Hà Nội
588,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,Berend van Wel,3700229344,"Sản xuất, chế biến và kinh doanh sữa, sản phẩm từ sữa",2,,,Bình Dương
589,TỔNG CÔNG TY KHÁNH VIỆT,Lê Tiến Anh,4200486169,"Sản xuất, chế biến và kinh doanh thuốc lá",2,,,Khánh Hòa
590,TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,Phạm Ngọc Thuận,3700145020,Kinh doanh bất động sản,2,"6,504,738","6,989,749",Bình Dương
591,CÔNG TY TNHH KIMBERLY CLARK VIỆT NAM,Kate Good Man,0100114522,"Sản xuất, kinh doanh giấy và các sản phẩm từ giấy",2,,,Bình Dương
592,CÔNG TY TNHH FURUKAWA AUTOMOTIVE PARTS (VIETNAM),Morishima Takao,0300797153,"Sản xuất, kinh doanh thiết bị điện",2,,,TP Hồ Chí Minh
593,TỔNG CÔNG TY ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ (HUD),Nguyễn Đức Hùng,0100106144,Kinh doanh bất động sản,2,,,Hà Nội
594,TỔNG CÔNG TY CP CÔNG TRÌNH VIETTEL,Phạm Đình Trường,0104753865,Hoạt động xây dựng khác,2,"6,359,187","7,446,888",Hà Nội
595,TỔNG CÔNG TY SÔNG ĐÀ - CTCP,Hồ Văn Dũng,0100105870,Xây dựng,2,"883,327","1,559,852",Hà Nội
596,CÔNG TY TNHH EXPEDITORS VIỆT NAM,Michael Joseph Mooney,0312545104,Vận tải đường biển,2,,,TP Hồ Chí Minh
